refcalc,nmodes,{iter,R,f,size}*nmodes,L,b,Ys,c11,e31,eps33,hs,hp,ps,pp
197,3,38,122874.046875,-4.9206544094980717574,0.0078125,0.027554102973339194421,0.0050101625125436866082,74820978711.27583313,60432364914.069122314,-10.886000805686228077,1.243147925926441328e-08,5.1842514424045810315e-05,0.00016459682591706367065,2492.9644520594574715,7854.0048201237823378
198,3,38,136649.375,-4.6423994237096275484,0.0078125,0.029841044212151807136,0.0048237642055953683373,71073273451.101623535,56609812314.114448547,-9.7504111701577951266,1.2034913215639495927e-08,5.3133813290919095081e-05,0.00013820599354487191263,2479.1542133917819228,7197.4427850090169159
199,3,38,104437.109375,-4.7788922760246403953,0.0078125,0.027187313209375046225,0.0053095500999174776238,75127188847.459472656,62126121292.368560791,-9.7396828329841049765,1.3535246964900403313e-08,4.6741163563794072098e-05,0.00014630437739254179182,2659.5298454489234246,7627.261371282982509
200,3,40,118177.34375,-4.6596698494134889401,0.0078125,0.03229022996373950849,0.0050174057653720512823,76033668206.5546875,63757939517.524993896,-11.379426862569259171,1.3737917219124695754e-08,5.3995490595230598632e-05,0.00015465389225150172553,2781.6433543486723465,7000.0323398388145506
201,3,38,124965.421875,-4.6674658696356017273,0.0078125,0.028333377751211346468,0.0046246987651682915782,67758797431.71799469,64646482583.389846802,-9.9108824162515265499,1.3373447335401292394e-08,5.3232954795580802543e-05,0.00013734685932395367895,2772.6182453812184576,8392.1987917354326783
202,3,39,105672.671875,-4.7355018931906753821,0.0078125,0.028330440712780895207,0.0051656971004166154712,73134206608.000305176,55973208296.426200867,-9.8966444187130058197,1.4381055187401853247e-08,5.1764066017588634017e-05,0.00014796355442281978044,2582.9411240913632355,7132.2659002185173449
203,3,38,132546.765625,-4.6636605631767338309,0.0078125,0.032117593612110986734,0.0046649292978294789117,71664146910.730819702,64463684543.670944214,-11.213259021161709583,1.3538724187970498731e-08,4.9485391021932191189e-05,0.00015871616919232355231,2562.2328653522918103,7129.5822736595673632
204,3,41,131191.5,-4.4880514967662756831,0.0078125,0.031840133218485923428,0.0049671053022458701298,66142009700.248954773,56688556252.880279541,-9.9132744189692996173,1.3271475703530700953e-08,5.1742147522392752969e-05,0.00013767878387713748146,2736.4528211795040988,7453.4741251396362713
205,3,38,112602.5625,-4.8862385614547179102,0.0078125,0.027021687579351329894,0.0052892453432033048957,76641461181.287399292,63775335270.667137146,-11.184603531614225602,1.2588163274060079939e-08,5.1338982217171687066e-05,0.00015160859514335570174,2788.8357720891181089,8396.5399146645977453
206,3,38,115307.21875,-4.6376661081366581385,0.0078125,0.030930490255323468685,0.0050174429577390863844,64148725521.3543396,58242182011.875411987,-9.9868111749677037636,1.4558291020350665209e-08,5.3636952805629445156e-05,0.00015749671885860000399,2842.3335834277486356,7143.2849835689576139
207,3,43,123655.78125,-4.5539327787884236187,0.0078125,0.032097726766531227416,0.0050702695793333786567,71059467631.419876099,55803414783.116157532,-10.851094906800936357,1.4208851712690130906e-08,5.0633269723334014493e-05,0.0001467326190936065432,2932.7218409360953046,7177.7899042250537605
208,3,44,109456.65625,-4.585853267653060783,0.0078125,0.031198681722487641571,0.0054345809691280968362,75881085559.204727173,63124878526.118057251,-10.737100329816852806,1.4090793463709201534e-08,5.4065625797522083823e-05,0.00014387897062528829414,2619.4917312774305174,7860.163565927727177
209,3,45,129868.90625,-4.7252300184416933249,0.0078125,0.028278529275804074189,0.0045059923222316392716,64239227158.594512939,58500708439.853370667,-9.942278668332042102,1.3007048220428195427e-08,4.7681817725618290426e-05,0.00013930910844090819392,2505.4695255567644381,7024.2318473287077722
210,3,38,109817.890625,-4.7417166238351819985,0.0078125,0.028513247431029214302,0.0054893795084158788014,71428448867.252304077,65000186807.615768433,-9.4919341920185527073,1.2818286270121246611e-08,5.1695577402923060248e-05,0.00015380270617026961457,2813.3956346117870453,7905.8123734923137818
211,3,39,148369.734375,-4.5933392588893493524,0.0078125,0.031545534414493266173,0.0049097722025633660017,70491471128.301452637,63167532624.428871155,-9.5346005520292553825,1.2494478973385170708e-08,4.9749573839246100516e-05,0.00016471515458529590974,2696.294646303306763,8255.0953966938395752
212,3,38,128213.953125,-4.5944637178677751876,0.0078125,0.030369470527101993101,0.0052062264469946856194,74646044481.380859375,62831154690.930229187,-9.3628422837717657501,1.2267393286925458731e-08,4.5399623988382343913e-05,0.00014308644765433225512,2567.9370252219669055,7253.5672082233086257
213,3,38,126016.28125,-4.6281603571806329001,0.0078125,0.028807864426545735231,0.0050076468407677697872,65367404024.287780762,65920782156.391433716,-10.057904490110418649,1.258853029987706302e-08,4.7222474120660906682e-05,0.00013515266234062270605,2894.0150125436553026,8419.9709584214579081
214,3,38,137129.109375,-4.6020642288738979886,0.0078125,0.030633677139707691378,0.0051168761288825775901,67788161421.561691284,56616758833.973091125,-9.9726488929114527338,1.310303791451875065e-08,4.8378904835963117224e-05,0.00015808500364100793421,2654.8879982646963072,8263.0945128333260072
215,3,38,119054.03125,-4.6401360701797820241,0.0078125,0.030572208712609582476,0.0054780376772293991328,70521572302.804122925,60112186948.495071411,-10.666515233007498153,1.3402733581202446732e-08,5.0390304259671972042e-05,0.00015504284167198596994,2866.4117471950185063,8206.4275104233202001
216,3,38,142486.578125,-4.4562600535408432023,0.0078125,0.032086893011390650587,0.0046094806395049576705,67229626826.11756897,55106372630.040336609,-9.3866727525865059079,1.3666141569892010624e-08,4.7494459772712770661e-05,0.0001420521255242881086,2777.0774137634211911,7143.5362074610484342
217,3,38,131889.4375,-4.8562103924402437727,0.0078125,0.028003861070146719714,0.0047483488080316913621,73158528329.878356934,61113724843.325897217,-10.169258830104608293,1.2023604061796145789e-08,5.4352758121375353275e-05,0.0001568087168651673591,2856.4120931208190086,7520.1893549622918727
218,3,39,121312.046875,-4.6281249068630385679,0.0078125,0.030347915677981413679,0.0048850201426004153174,67616818422.738845825,56061941546.277114868,-11.049477049452008259,1.4518027480993432858e-08,5.1338627574191726243e-05,0.00014553837020906543122,2768.0398868387751463,7660.150622429861869
219,3,43,121586.59375,-4.7844533420253521072,0.0078125,0.027874490211193678896,0.0049738152918749559822,70721186187.919784546,60363947758.853408813,-10.380720648942849849,1.3471135724001162198e-08,4.585511777124140877e-05,0.00015720531175481401807,2861.6800981441883778,8103.7839792337190374
220,3,38,122455.46875,-4.5576723296720222933,0.0078125,0.032093460576186637334,0.0054667177679793522646,76672351511.974060059,61909134996.221000671,-10.350162110044696107,1.294266432838172919e-08,5.0946711649162094841e-05,0.0001473394586296470298,2480.015075500130024,7570.7009432817349079
221,3,46,134823.09375,-4.5335842602336340335,0.0078125,0.031578302132235051836,0.0051506064565156614923,73770806645.402130127,56032441812.535949707,-10.911362940050363335,1.3517034488090795129e-08,4.5507281674308372389e-05,0.00014639130972856251485,2933.7502969353226945,8023.9283347031696394
222,3,38,143684.0625,-4.559818412864345305,0.0078125,0.031930457903505515826,0.0045786192883172155063,65107605489.952308655,59453726653.267501831,-10.455086426127275345,1.3675789720381512218e-08,5.4375930214010149445e-05,0.00015335986907517531628,2635.9837500592616379,8117.3509456414503802
223,3,38,139209.828125,-4.7358160323038811512,0.0078125,0.029041460186262364751,0.0047303614845640778661,72852057286.469299316,58765446785.867889404,-11.03415195282276251,1.2448155890544018746e-08,5.182503182293150308e-05,0.00014698655734396844042,2749.1794962711537664,8176.4417233417934767
224,3,39,139177.609375,-4.6062281507722087071,0.0078125,0.031703250604077824748,0.0048541234966153852179,68960222079.40007019,61649264870.746650696,-10.28964891968744233,1.2426396722950225979e-08,4.6348103448445025125e-05,0.00014993024290303245505,2727.6955416787859576,7079.9059601756307529
225,3,47,114546.46875,-4.8473410510362802128,0.0078125,0.028046416325050598645,0.0048730310235978249733,65048207741.253173828,58864340841.194770813,-10.912277597837277909,1.3759606535020101503e-08,5.4662203015602294116e-05,0.00015551640982763674514,2583.7812256504694233,7513.8911196444605594
226,3,40,130752.125,-4.7101156155171413076,0.0078125,0.029525285626074898593,0.0051250234118779295842,71092464451.721160889,56420111640.784942627,-11.319075689706521004,1.2988551030409778683e-08,4.8043571684064149648e-05,0.00015373099482559178476,2852.5315496430412168,8362.9169806781774241
227,3,44,111499.25,-4.64369889356153287,0.0078125,0.029396941117195853066,0.005066340932886274212,66493753287.705474854,64967688089.36126709,-9.6086834790225523761,1.3822691070033559102e-08,5.496798050588368352e-05,0.00014263109129277574483,2534.8545894794419837,7824.5334399163411945
228,3,39,119595.921875,-4.7537664743524183919,0.0078125,0.028932305846331784344,0.0048685778865444366212,75895639600.649307251,60613888633.490486145,-10.802529622839077916,1.3745295758580461099e-08,4.6411359385313168807e-05,0.00015479232474686221857,2619.6937639777052027,7635.1697783498884746
229,3,38,95285.25,-4.8182796018255675818,0.0078125,0.027044495089931643722,0.005272165685786010976,63713151564.222366333,62042478086.027542114,-11.22527120125725375,1.4610855209315593351e-08,5.4683629446515639441e-05,0.00014103366507032592228,2763.2713701544662399,8138.7846048519877513
230,3,39,128537.5625,-4.8957516787968007321,0.0078125,0.027579314871960931149,0.0045166593901890600068,67440375936.422668457,59122496676.082954407,-11.111109828795822096,1.3131699338593380206e-08,4.5426066867274265558e-05,0.0001601603332651594313,2803.1933435859127712,7342.011871266649905
231,3,38,138647.25,-4.7524543188724912568,0.0078125,0.029320583194643531216,0.0045131497583413256527,71475036352.162734985,58656147951.612319946,-10.361522674207353845,1.2765030365649159753e-08,5.4752854001593244957e-05,0.00015367911674020771429,2947.6589875936783756,7481.1837290908133582
232,3,39,102036.15625,-4.7676175491748047364,0.0078125,0.027291319261440689925,0.0054660436031250484584,64382301663.692253113,56113809819.432815552,-10.507104662296876896,1.4618032218948020434e-08,4.5922953179535902773e-05,0.0001505956671087051136,2536.1764214775416804,8074.6700090121803441
233,3,39,127340.5,-4.7508557416015779751,0.0078125,0.028624106082890232727,0.0047931754813963431405,73165734769.853637695,62071819499.77381897,-10.689706073948045173,1.3480889674551268646e-08,4.5245831315520143351e-05,0.00015545665359145805179,2649.6079627795184024,8084.3069704758499938
234,4,39,133686.125,-4.4265452684175770059,0.0078125,0.032512021835666163327,0.005293445278328584927,73203643446.883026123,61293166548.010505676,-9.5707586156068167327,1.2529485674807562829e-08,5.3229136410276007099e-05,0.00013729834971590822233,2879.8038999688828881,8186.3891628158226013
235,3,39,117571.8125,-4.6820580427328968298,0.0078125,0.029419090832778761052,0.0053815233953676761339,73466189972.342086792,61023395190.724822998,-11.40051328731724567,1.2765546478943688358e-08,4.9974184723093259802e-05,0.00013719933963017507013,2872.2239249861909229,8050.7642863205464892
236,3,38,142066,-4.5958944045512479804,0.0078125,0.031696655060489034583,0.0045896175411015826401,76821037390.186004639,61108577011.995285034,-10.76914092479699292,1.3636486601311008558e-08,4.5769033921309298907e-05,0.00015606164191433305791,2596.5290746868258793,7724.5564472626692805
237,3,47,131922.3125,-4.746276436747122851,0.0078125,0.029506419878688835978,0.0047270574808246723988,66878421155.679237366,56688133513.270004272,-10.922262053546617722,1.2976427864537773472e-08,4.8569012812138078036e-05,0.00015222003498916515966,2675.6827185143170027,7269.3007721073463472
238,3,38,126219.546875,-4.781590196758816802,0.0078125,0.029133255370023314335,0.0053581498027118618088,63999528057.407371521,56158156222.597770691,-10.108940277895396065,1.2109412899026374044e-08,4.9022051833580273844e-05,0.00016072457740815568675,2497.8899803142480778,7317.7644848324189297
239,3,38,106504.234375,-4.6042196921547118293,0.0078125,0.030309164331904225875,0.0054084980291819653025,67350582857.779495239,61472681004.448181152,-10.228187390299600779,1.4598685196120610082e-08,4.6652430669242719939e-05,0.00014982903527786445622,2802.7524135693684002,7709.126875518880297
240,3,38,145491.125,-4.5314125358205812333,0.0078125,0.032867315883686451516,0.0046080188933331602333,72809628123.328842163,58009975964.906616211,-9.8895414053134338417,1.3171722160671708906e-08,5.1332724027490579297e-05,0.00015334465487317400006,2443.91926367483984,7111.7726199965800333
241,3,42,128504.875,-4.6905572222007680949,0.0078125,0.031808159769889043922,0.0048813189758832187942,76249462837.935180664,65547608839.276992798,-10.367648794002667145,1.278517733181602188e-08,5.4251656876528478262e-05,0.00016159955156808697581,2518.5295208583256681,7053.8762030791849611
242,3,38,109693.140625,-4.802112503789638609,0.0078125,0.027646740574690856912,0.005215470945795751441,76431402629.907897949,60006261373.174499512,-9.8887678031105394894,1.2972244603346215741e-08,4.9067735310675456137e-05,0.00014758375070643786294,2900.38582540600828,7125.436455826477868
243,3,38,123353.328125,-4.5516791576675394992,0.0078125,0.032358531594909048512,0.0053489708420117248674,65871045398.000183105,62144071125.725318909,-9.5760847617946946997,1.3192700616346066564e-08,4.5455515696879253841e-05,0.00015711477922374138608,2468.4212058216430705,7085.5583757676922687
244,3,41,111248.734375,-4.5960652314799173013,0.0078125,0.031952398244735037702,0.0053725103427993640276,69337057443.492614746,64315836904.019042969,-10.910151544637116672,1.4462668698901620426e-08,4.5782475532396923633e-05,0.00015511292558634324872,2874.8224157210543126,7350.3962210963463804
245,3,38,132930.453125,-4.5798381964054852844,0.0078125,0.031327912354994526256,0.0054315353100800583402,76407268786.526870728,63204596455.537063599,-10.088169154491353652,1.2533593740725700907e-08,4.5574883125058786792e-05,0.00015770564566026704068,2770.921279630121262,8414.2884202717286826
246,4,38,129064.25,-4.4153523480608294349,0.0078125,0.032123463802562778058,0.0050244243021702501839,73885616229.328155518,55619620715.882453918,-9.6058572968495337108,1.4314606250098256338e-08,5.0186471904249154146e-05,0.00013991256580916819298,2764.0387231642562256,7889.1862359429642311
247,3,39,123286.484375,-4.7292736335639542489,0.0078125,0.028410481068031154944,0.0049439899355377949983,69472310801.256591797,63290271086.70690918,-9.8088220780942680932,1.2522144391737945608e-08,5.1248206340823423337e-05,0.00014382082195431964582,2904.1221235385733053,7670.277064268140748
248,3,43,115530.875,-4.6158972231797816832,0.0078125,0.030217311055966332434,0.0050993226578455990577,68321416211.929832458,60925342893.519134521,-9.9424567525565876736,1.3912285402837342747e-08,5.2057579111800336442e-05,0.00014512546792166562465,2693.0001620589755476,7497.495102008104368
249,3,38,116712.53125,-4.7652518846227787108,0.0078125,0.028596532630546265402,0.0048409479704410521284,75061250829.166381836,55432320009.606109619,-10.191861213013464038,1.4576051316012650739e-08,5.4250637087622027789e-05,0.00016255741397736472647,2507.4741958349359265,7817.6636013866700523
250,3,39,126645.078125,-4.7005764243305572236,0.0078125,0.03005026822492958341,0.0048785509110328513158,76827014206.828094482,66742368612.737564087,-9.497858342518032515,1.2511107086390772647e-08,4.6782590309988052353e-05,0.00015573296050109573861,2698.6236024408708545,7062.2075926685738523
251,3,39,119091.578125,-4.7116798836526161409,0.0078125,0.027837987184914755184,0.0045336696244933031436,72178198692.006149292,61241141403.532188416,-10.457304394234578027,1.4458730329269882613e-08,4.7499481706181305028e-05,0.00014199924302147666098,2577.489391438425173,8117.3275377565660165
252,3,38,126589.4375,-4.6418890472239535683,0.0078125,0.030422410289487993029,0.0050392172744214615981,64091068694.876075745,60169419495.979980469,-10.572328129155714294,1.3241125564822519455e-08,4.9116381702067511358e-05,0.00015023741311171901901,2644.0814985866104507,7835.4188007351094711
253,3,38,100451.578125,-4.7316295305550912786,0.0078125,0.027309406240614786388,0.005404825257093097933,76071237406.260910034,55378381254.281097412,-11.181063313661637082,1.4629834718294364396e-08,4.7426352953736837731e-05,0.00013661310717072948622,2803.1597353393026424,8122.1339370576351939
254,3,38,113942.0625,-4.793116413696171918,0.0078125,0.027660199212217795317,0.0053307010782094208998,73832584496.975219727,64240549639.305358887,-10.08897087444037588,1.2771474557352008323e-08,5.201231728168778266e-05,0.00015301244812924994008,2718.6917356535286672,8485.2583577904188132
255,3,38,140128.578125,-4.8357413392313439715,0.0078125,0.029024402672436278028,0.0046050160397333164339,70190085073.555862427,59967073868.060050964,-10.476826194746804433,1.222649732790724361e-08,5.393200677769817875e-05,0.00016345721523671280181,2756.3443223789072363,7423.9542402089364259
256,3,43,129467.8125,-4.7959051880502903131,0.0078125,0.030022096466749019494,0.0051559090445078481144,65722624149.509994507,60235579216.450256348,-10.805850895273430012,1.2156158401754758448e-08,4.9372804227458690724e-05,0.00016313267754303881403,2496.8274843165777384,7173.8913022675042157
257,3,39,138141.890625,-4.7167640047462224828,0.0078125,0.031067053971843353044,0.0047337878026225540737,76426252663.799682617,60409500036.812156677,-11.438765781074186734,1.279322960516588309e-08,5.2529045887072128059e-05,0.00015601915059658660444,2921.3458658714525882,7420.6543159650891539
258,3,38,134385.03125,-4.5566444101204579553,0.0078125,0.031049991501518520165,0.0047473001965541855585,68495489352.147789001,57200628278.171936035,-10.738278969944584418,1.4442391860574664929e-08,4.7850036557228324986e-05,0.00015167504392409465437,2904.1440111185161186,8353.4847398654019344
259,3,39,146318.90625,-4.5567617496022698731,0.0078125,0.032072896166272880925,0.0048817272090267982421,70633556525.052322388,55387461338.884880066,-11.063665117893211942,1.2609396594976725348e-08,4.6099402090115198225e-05,0.0001426905057149429354,2526.1905120481692393,7337.2269548765507352
260,3,38,113311.71875,-4.6210382692552220973,0.0078125,0.029308002958217636846,0.0053559729065075388152,69544756571.084609985,59092959526.829864502,-9.9997482419757854899,1.3211925371141137993e-08,5.1531700210893389015e-05,0.00013681427575266654536,2520.4648986134980078,7847.7581469680917508
261,3,38,111474.21875,-4.6577646211811982724,0.0078125,0.029087968631688491949,0.0053425261740770776248,74345179563.083297729,63934462653.209671021,-9.4246927049312230196,1.3228190875387838796e-08,5.170000349949114589e-05,0.0001444831775312699232,2445.5729984192053053,7824.4694625025003916
262,3,38,93445.96875,-4.7896803839213362153,0.0078125,0.028232705464229315012,0.0053743215803403040706,76016808336.142822266,64058600368.145202637,-11.261697050771534379,1.396191916608806677e-08,5.4910796084399709875e-05,0.00013572652910404212241,2432.8036701692285533,7237.2757880539984399
263,3,41,121871.8125,-4.7767347232983370375,0.0078125,0.02854747468118903897,0.004889859141497807267,63352563286.364341736,63749819720.839065552,-10.885772245119218482,1.2855126603089798139e-08,4.6922842963562744981e-05,0.00014660143107716059534,2642.3443190624680028,7532.7084238909692431
264,3,38,130787.9375,-4.4964533013677190354,0.0078125,0.032698704848856993688,0.0052412249928997945575,65832732839.897613525,64173880139.586456299,-10.362049813662677522,1.2590951257702406652e-08,4.7331581982938381416e-05,0.00013955265202771530261,2726.7549696828959895,7381.0954805957599092
265,3,38,131807.46875,-4.6334436686899067581,0.0078125,0.031198799295443481461,0.0052549971513240582854,64908461297.819602966,62580777254.645141602,-10.411860366059402239,1.2104585604506817585e-08,4.878413697415224132e-05,0.00014990345121123989825,2470.3994137609374775,7569.5888027756427618
266,3,38,131177.09375,-4.519730034796599405,0.0078125,0.030995951357295714601,0.0048327261760517607053,73828507489.910583496,63332334819.823661804,-9.4808921681162399153,1.3318644390398936951e-08,4.5239293468296198398e-05,0.00014251216593082628292,2912.6107108232613427,7621.5973300610658043
267,3,38,117254.53125,-4.6612574232207517611,0.0078125,0.030661304507246849027,0.0053435076800377604225,65217383843.016525269,64813176829.979370117,-10.615616521898477487,1.3672770480337910927e-08,4.5459957998460141771e-05,0.00016010459963004317996,2857.6229470444950493,7898.0901627210387232
268,3,38,109907.75,-4.7471530978094271802,0.0078125,0.027592902428746644838,0.0049916942284869468896,67907548678.530166626,57768655979.8515625,-9.6122335590106580128,1.4247601832439006122e-08,4.7857318279732633469e-05,0.00014999039494664891765,2620.6324186132442264,7533.845613598286036
269,3,41,136153.6875,-4.6108039129033890902,0.0078125,0.032299713064590333811,0.0045190148898488907703,72705804264.96723938,62912354038.288986206,-10.837194940167103496,1.3968705295808010361e-08,4.6637594998645413207e-05,0.00015702357667126860276,2430.971189411809064,7064.0987095605114519
270,3,38,115874.421875,-4.7692330985257305187,0.0078125,0.027907672738147745739,0.005112015916785232067,75613870058.494567871,58677892868.862434387,-10.243108500876980216,1.3312375669610860986e-08,5.4498026282292808356e-05,0.00014911701583495223463,2614.395147321929926,8124.6303099205861145
271,3,43,123938.90625,-4.887638900664479813,0.0078125,0.027396655406987598796,0.0049402895664983842786,66267476830.290390015,59983110795.022506714,-10.764884629307726271,1.2913388514566881522e-08,4.772889716212120638e-05,0.00016383471392972148348,2891.3420706434835665,7945.1647061482835852
272,3,40,126301.515625,-4.7052850451879226767,0.0078125,0.028930216126111435448,0.00523762267815769747,72028986448.901229858,55082687934.945655823,-10.180295859063180686,1.2914612493004934641e-08,5.2663673892460613154e-05,0.00015174397527088596895,2478.1878182609507348,8165.6571266430692049
273,3,42,126085.9375,-4.6104010457156459069,0.0078125,0.030693693284734011734,0.0047405154901745336082,68322545269.188720703,61202596438.537628174,-10.504371987369083286,1.4110643510921226197e-08,4.521258772826408721e-05,0.00014999944403534728066,2578.6730125586841496,7537.2334651938799652
274,3,41,120833.5625,-4.7157061394657171505,0.0078125,0.028450070651923339143,0.0048414296285907874526,74242291681.115646362,60695849658.640029907,-10.936802353177592195,1.3242666724199739075e-08,5.3297269809198225714e-05,0.00013592903310476292826,2667.3857644188151426,8035.2994298843195793
275,3,42,119559.890625,-4.6090194993133923873,0.0078125,0.030941282902816908545,0.005261305955127489227,68903615570.582275391,58582058665.008308411,-10.974663182131322969,1.4140719162789507312e-08,5.156925565869047341e-05,0.00015127943294415224871,2632.0638658674729413,8131.5515128460483538
276,3,39,108493.25,-4.721136678185422042,0.0078125,0.028864881917771364334,0.0054898078921203534788,76813488591.375518799,63330144586.428138733,-10.413341446785880251,1.3398038545738923147e-08,4.9957486570327306274e-05,0.00015083018789805016429,2449.8925543017185191,8170.1570285228808643
277,3,43,133220.28125,-4.5366090650806825124,0.0078125,0.032342425186812143179,0.0047785165055089237965,64574981502.990692139,63359785392.442619324,-10.927459192260847942,1.428573411154362072e-08,4.6718711686189617503e-05,0.00015249939391738707669,2916.8340320637607874,7922.785375894878598
278,3,40,125937.46875,-4.7824324219573099981,0.0078125,0.028604263670558231769,0.0050584249876245972882,68218925470.122566223,63306582079.737716675,-11.149284795834349282,1.2366501639548923641e-08,5.0051239400660264812e-05,0.00015051475920971237998,2803.5226070385065213,8337.9402413326042733
279,3,38,137847.59375,-4.7073743697242065309,0.0078125,0.028579925437262246324,0.0045025221840490218042,75167738469.3956604,57949983679.712745667,-10.80251669526217384,1.2968931965855383927e-08,5.2868552584139886391e-05,0.00014067798895560110835,2917.7340822516634944,8251.7246490003199142
280,3,38,128084.09375,-4.4871419820397422384,0.0078125,0.032762012097873730032,0.0052936154607653683468,64430937584.224594116,55788575141.173126221,-10.373044224331641416,1.4246417300336256854e-08,5.443410761628025439e-05,0.00015476734983258292298,2667.1189181493218712,8284.6806614471970533
281,3,43,119273.75,-4.8162592739721326041,0.0078125,0.028622316580089887661,0.0052064863861103014703,68647323536.522369385,62746631152.018264771,-10.18274502129421677,1.2671211449988750521e-08,5.2922272546180650912e-05,0.0001620202329321858523,2851.6168623890807794,7725.1004678430508648
282,4,38,158205.5625,-4.4590997298133521198,0.0078125,0.031679944292027480135,0.0045440928731318988229,69810411583.078277588,62819201673.343406677,-9.9717103936391460195,1.2448735127141110552e-08,4.5246532242859967385e-05,0.00013742840380055290389,2629.3906317741566454,8413.1899559582543588
283,3,38,149288.453125,-4.5244193552022240468,0.0078125,0.032427840691724718614,0.0048295772598728426914,73100719272.205932617,54983569295.650146484,-10.197015478702734725,1.2524664371681710169e-08,5.3626459198364274353e-05,0.0001453746614839763801,2898.4133348466889402,7442.7202919347773786
284,3,38,126530.921875,-4.8256950250134140745,0.0078125,0.028144663886700133776,0.0046378181982495905039,63115379784.309944153,62148722318.116912842,-10.984448147129475259,1.3044086465097073008e-08,5.3577708941222037468e-05,0.0001521963582081703242,2594.4118207806777718,7964.741434617779305
285,3,38,107457.53125,-4.9071012401532305702,0.0078125,0.027342886353071260003,0.0045844570501169454313,72556900278.458786011,61531989487.927398682,-10.885829638059171032,1.4568094537080308711e-08,5.2235813079046003438e-05,0.00015774675496981794848,2461.1439937311893118,7118.8759881043224595
286,3,38,112230.015625,-4.6807407881478750866,0.0078125,0.031116537917459635709,0.0054623141777526184118,68913606692.065307617,59872349131.280715942,-11.375861370608145506,1.4163999297141096795e-08,5.1160900414064948004e-05,0.00015995430119566353714,2522.1422600150772269,7724.4593208886026332
287,3,38,129193,-4.85184306349515726,0.0078125,0.027801390401460877172,0.004861411129292757434,71698764770.617126465,56630039056.916740417,-11.347582888411164248,1.3040184570257638049e-08,5.0455983842469749926e-05,0.00015940018770024187668,2956.7899620098946798,8292.6003144903115754
288,3,38,132888.5,-4.6540010345496458655,0.0078125,0.029711294703516782229,0.0045326846921968661636,76083304768.001342773,56541121848.412384033,-10.558684006891532192,1.3747129269976694312e-08,4.611245453409499543e-05,0.00014399615086102679072,2660.2121928847450363,7236.8252496057302778
289,3,38,139916.453125,-4.6639718307253943408,0.0078125,0.02935616948099628587,0.0046124085286224298166,64837271710.781974792,64844163776.349349976,-10.441554509457924738,1.2237058184299179921e-08,5.139907157346563333e-05,0.0001390820451146373754,2933.3922408909502337,8231.3385068934130686
290,3,38,157091.359375,-4.6307098150314152107,0.0078125,0.030717541877980130555,0.0045657729199462442418,65407329420.748786926,57839353975.811676025,-9.7917651520444835,1.2309205320998656984e-08,5.1432556801677008673e-05,0.00015759533352805083807,2938.0646094344856465,7934.1286026216712344
291,3,38,139684.578125,-4.6457082968182810134,0.0078125,0.030619455019766213255,0.0048927428379621088275,72120682746.693817139,61460724118.054252625,-10.456702927265643766,1.2575862152523297398e-08,4.7058579820235534887e-05,0.0001541551942840010004,2714.9252880666990677,7954.8741302126436494
292,3,40,129891.65625,-4.5412041265449936134,0.0078125,0.031844555954842160284,0.0054203343358451188186,73424195415.537902832,66351648170.431915283,-10.88969383288626247,1.2673738952308772129e-08,4.5390574992816236008e-05,0.00014626010652690199032,2646.3411106524713432,8480.4612968142428144
293,3,42,138520.625,-4.8178971451293852724,0.0078125,0.028115267135722220998,0.0045202219989244922169,63518535818.214775085,59265525480.716270447,-9.903197517573460118,1.2620683009517698139e-08,4.9853507552693367556e-05,0.00016213224999938729296,2968.8095470419198136,7635.6272711002393407
294,3,40,135271.671875,-4.5529083964969467857,0.0078125,0.030139205878199640254,0.005101037960313743562,74465355728.503952026,57031075483.062805176,-9.648708642185063411,1.2890931907622577759e-08,4.9024460447963540458e-05,0.00014533980642926871193,2961.7495989109156653,8416.6324740702439158
295,3,45,122796.796875,-4.5934151586232010445,0.0078125,0.032861022435063974578,0.0052921474714726895322,74905877241.820968628,63701353998.203460693,-10.880078886784648518,1.3528359749456104066e-08,5.4859859747746897028e-05,0.00015809593969168882449,2949.0406636144225558,7574.2573740888656175
296,3,44,129708.59375,-4.6745203873374538972,0.0078125,0.031446780052244098502,0.0046470642695888245838,68695755234.777816772,64393653033.531112671,-10.410179993179710323,1.3746859551974041394e-08,4.522785954187990453e-05,0.00016470734948278745679,2739.096348634500373,7006.9011873714161993
297,3,40,130632.015625,-4.6698411174086009723,0.0078125,0.029498736749635420806,0.0045956016248537229565,71702671201.295532227,57772003281.988204956,-9.9221822817261244865,1.3992721464886664939e-08,5.0816251084122923958e-05,0.00015518177963801742486,2486.7441812794395446,7852.8372104874988509
298,3,38,146144.046875,-4.747490931514311896,0.0078125,0.030616868730456041348,0.0045819188892291477094,68018916817.856445312,60429421342.690208435,-11.030950004044431267,1.2207541232061358603e-08,4.5390807870026122464e-05,0.00015867981967221937061,2893.9495705831559462,6975.414160988486401
299,3,45,113142.0625,-4.7142680667689491614,0.0078125,0.028055669895864870228,0.0051002958796919767304,65062640583.171806335,62009972641.388870239,-10.147205455148222697,1.3704920355926695708e-08,4.7507769550433276093e-05,0.00014703750345950830397,2776.9341672057907999,8250.9252810272973875
