refcalc,nmodes,{iter,R,f,size}*nmodes,L,b,Ys,c11,e31,eps33,hs,hp,ps,pp
94,3,38,108558.453125,-4.6937515493052419657,0.0078125,0.028322360164170320984,0.0050045435584637068885,69602649570.723373413,57482534827.842628479,-10.248721178811379673,1.4289683549832405054e-08,5.4558559562805367593e-05,0.00013858952930364271529,2712.013511211617697,7705.7196139501029393
95,3,38,134648.875,-4.4672802739925954185,0.0078125,0.032583826465338389111,0.0045772548206510273866,64373002463.659736633,66266099011.32346344,-9.8721018938869704584,1.447633585572537734e-08,4.9204828517606868867e-05,0.00015014862228424690426,2929.4053529386433183,8091.6378160783260682
96,3,43,107236.234375,-4.8834748911699712437,0.0078125,0.028237085033784192767,0.005267067287008774662,66869239347.925987244,63874674562.632415771,-11.392918019645343009,1.3586981820863197708e-08,5.4642968498935444541e-05,0.00016473302240005370501,2697.7479501290936241,8091.8321561612337973
97,3,39,122258.5,-4.7214113617212341012,0.0078125,0.030577829010588038205,0.0052162228979711526902,66151126061.170883179,55728656465.573539734,-11.290044647608903361,1.3705251612987020266e-08,5.4399841460119863321e-05,0.00016151286109188239012,2846.8806521579999753,7691.4586522227427849
98,3,38,106262.203125,-4.6620877281628088085,0.0078125,0.029131164269582912607,0.0052026389514574031964,70552806928.545608521,60429840929.307899475,-10.679315734747477862,1.4059932853798351273e-08,4.8954971741863983342e-05,0.00013664307786693939044,2586.9472839669078894,7471.4989471465814859
99,3,38,141542.71875,-4.5458287008984434863,0.0078125,0.031651084538852368444,0.0049968239578869304285,64223448637.511322021,55528970940.797111511,-9.8435022814588162277,1.2142244630396481096e-08,5.1594428977274540927e-05,0.00014090249608080020476,2460.1613579924037367,7215.6722735337316408
100,3,38,127201.34375,-4.5464979811463210879,0.0078125,0.032503720465816426932,0.0051521592017506057104,75200934655.126617432,56636879562.370887756,-10.857770274755438322,1.4096407757581400893e-08,5.2947174076897637841e-05,0.00015480198025228546817,2798.9082622197029195,7853.4138531323587813
101,3,42,121315.515625,-4.8147454061160583905,0.0078125,0.027733784378847936569,0.0045383574934854901267,66771005922.821815491,62973759989.009124756,-10.38257613833182269,1.4373692978426671312e-08,4.9474726479721595847e-05,0.00016161360952845476723,2947.5431491050603654,8119.0794379655644661
102,3,39,113539.203125,-4.7876619942817848496,0.0078125,0.028244653314000299493,0.0052335939955588401534,66289156133.909317017,58496943170.203338623,-10.993109900668779133,1.3213264698462218899e-08,4.8595850278435210061e-05,0.00014833775665300794923,2788.6370113485663751,7618.931061468986627
103,3,40,124892.453125,-4.5963747324943673433,0.0078125,0.030599185937828937004,0.0050814293574455325284,63946380340.934906006,60650587796.862510681,-10.865496792153219729,1.406523001999372079e-08,4.7707610676394593451e-05,0.00015055541827136437335,2671.7830919575799271,8453.5830008231951069
104,3,39,113916.65625,-4.8227790147719398206,0.0078125,0.02751139534102351944,0.005070043863062766859,76891948142.038635254,59225999503.268859863,-9.8422011339674710939,1.3257187707269186597e-08,4.7582340996052296836e-05,0.00015537900348677253408,2630.3537539394355917,7310.8033749674459614
105,3,39,117042.359375,-4.6514910147898236303,0.0078125,0.029504495293136916156,0.0050784676892582638827,76303378679.465209961,62858738399.370918274,-11.176462121036118802,1.3926138263138075251e-08,4.6197483498229407345e-05,0.00014198652372089518893,2527.190394726204886,8190.0309933186654234
106,3,38,135102.015625,-4.5842025340781100695,0.0078125,0.030889941111155758829,0.005279846535893085481,68114484492.277023315,63634249794.545700073,-9.8825088770885525236,1.220705083456684485e-08,5.0036025724856198426e-05,0.00015065901775642253474,2758.1206306387302902,8449.5910105642815324
107,3,38,111033,-4.6161437887317173789,0.0078125,0.029855350648451295381,0.0051928633547820447075,70299500623.391708374,60611720169.946418762,-9.4587032332730949236,1.3973566183998979137e-08,5.4520789375305545054e-05,0.00014417062731421115317,2663.5610622696399332,7475.8118320725916419
108,3,38,111577.21875,-4.6601931960978717484,0.0078125,0.030134009494974283577,0.0053499363683396647731,75622009358.658462524,60665430245.252990723,-10.404767306710018815,1.4031157375239374652e-08,4.7079665740988996378e-05,0.00015366120972608272388,2434.187871322123101,7576.3206191599929298
109,3,40,116936.03125,-4.7607466105070566087,0.0078125,0.029435587725804925746,0.0051560788362548116287,65349134507.751617432,64309269623.835235596,-10.133761976200045041,1.3084544024287976188e-08,5.3603684636114017764e-05,0.00016126810569142368645,2938.12313682777949,7700.3988546903237875
110,3,39,146335.609375,-4.6347901166003078188,0.0078125,0.031961715369933155206,0.0049168605461795160047,65252076615.696807861,59149814652.581611633,-11.2008714086193919,1.2524120807225873273e-08,4.6015658327851290848e-05,0.0001601133980439572546,2707.5619818445120472,7802.8337943497272136
111,3,38,126443.703125,-4.7663962454144455094,0.0078125,0.027961306052730096339,0.0045363385859114755891,68376317615.330368042,55653835224.524993896,-10.418542857886544439,1.432759699876308199e-08,5.3366609662010617188e-05,0.0001565064422886382992,2704.5116918601615907,8283.8452393695915816
112,3,42,101833,-4.8014771087616097134,0.0078125,0.027628981177056664842,0.0054142862725603795732,70006931669.547653198,58226031321.532104492,-10.785918791660069616,1.4290839545708540355e-08,5.1916270315142478179e-05,0.00015137719032651614161,2833.9737798943992857,7955.5234945754164073
113,3,39,106074.890625,-4.7475852311088564406,0.0078125,0.027083433629052449526,0.0050750521535868993103,63692388881.3203125,57032172287.03767395,-11.280667043179583686,1.4455745208089120357e-08,4.8830843131910471448e-05,0.00013574890349095171979,2846.6661318469168691,8365.4863740738874185
114,3,38,109599.453125,-4.7827753586727759227,0.0078125,0.03035429861180218708,0.0054318216233196769949,76067971968.58934021,66405483956.404724121,-11.42671170330918784,1.3146628136521497187e-08,5.3293871161664778228e-05,0.00015990817084671378467,2515.9803194859905489,7498.5002559719141573
115,3,39,133594.453125,-4.4963643918065274718,0.0078125,0.031048131870128274634,0.0047640530100390553886,66528397224.623893738,57037241918.471290588,-10.476291339619219656,1.4463926235089975322e-08,4.5476798331587018069e-05,0.0001418491667913501981,2691.0752026741743066,8208.4581096113925014
116,3,40,131351.15625,-4.5275929567808699261,0.0078125,0.032165408175981326233,0.0049973782023868418972,68191642107.996925354,66006364078.217353821,-10.758064559082530565,1.2752649660270033048e-08,5.3448483910620437482e-05,0.0001366569220608365384,2602.3640284558591702,7930.5011246146177655
117,3,44,122639.5625,-4.5736494287669291481,0.0078125,0.03271391231460213378,0.0053782424139223253268,70675835458.410827637,65706092511.399688721,-11.068334927311322957,1.3411415049983847715e-08,4.8280866920613162011e-05,0.00015452105953801472966,2630.965167843254676,7730.3297349043796203
118,4,44,162662.234375,-4.4175687127680367539,0.0078125,0.032930664514159165013,0.0045468463627839671506,73519075230.005706787,57833763992.66242981,-9.8218226642822017425,1.273618917870623504e-08,4.6780387117425161381e-05,0.00014309129880652358079,2708.827166342561668,8000.342530117064598
119,3,38,103440.15625,-4.7744164775708135551,0.0078125,0.027392936314639140805,0.0048772479665359705359,65224453163.437759399,60223115771.973091125,-9.9582198099597434293,1.4180555586503145751e-08,5.2305501605060650792e-05,0.00013897362205384934772,2908.5840018738917934,7052.1013489817742084
120,3,45,110275.1875,-4.5580234388807072676,0.0078125,0.031493438441536125705,0.0053385853887715304517,75991793076.038269043,58525600486.819442749,-10.866607807309648592,1.3963138235720403511e-08,5.3390657249088706044e-05,0.00013657252104560497021,2646.0011192858223694,7302.3963368625363728
121,3,39,125996.5625,-4.7358399829009920623,0.0078125,0.030238361247460526088,0.0048884461579790554689,66612977282.895233154,58451290570.269943237,-10.668150722099538186,1.3247065821726370844e-08,5.0791304356321370585e-05,0.00015920871985806558306,2834.8973425779945501,7122.989411953832132
122,3,42,109851.375,-4.7152385794746045633,0.0078125,0.029810811827336816671,0.0053152992794361425197,69618150091.086578369,62553769424.675857544,-9.8833701072835218326,1.3992479620428046958e-08,4.958394083873552175e-05,0.00016446511213177121276,2912.1037665298690627,7509.2241687161031223
123,3,38,93670.5,-4.9498417432295953589,0.0078125,0.0271914792583284326,0.0051416911592901178713,65565445992.427619934,66610760844.829849243,-11.312852777257958792,1.4384154338293780034e-08,5.2091985180551179089e-05,0.00015833811755913221602,2948.3968612823618969,7144.2609150285188662
124,4,38,147767.96875,-4.5363471286685976835,0.0078125,0.032934964170649165538,0.0049997210616710228287,69967054482.999755859,57916212112.557243347,-11.004885741567651536,1.2306663870139356617e-08,5.227330434009121342e-05,0.00014609822664926678778,2934.1022543907643012,7714.5675071699388354
125,3,40,121941.59375,-4.6386281754184288673,0.0078125,0.029792507569674640117,0.004901991330740037428,67094154486.476516724,66345343804.380554199,-9.4210469190315553334,1.3417199201168118925e-08,5.1984736191567379286e-05,0.00014963230692531555971,2714.1643374060113274,7891.4504758624598253
126,4,40,146509.25,-4.5018210558908835495,0.0078125,0.031994425909125448482,0.0050581434641769817614,66261293431.399993896,55090935618.146759033,-10.437527138720046338,1.2427044013951459989e-08,5.4232272794112689439e-05,0.00014181721233614590018,2942.8694873176837064,8343.9932730835826078
127,3,38,119114.484375,-4.7572097884467678952,0.0078125,0.029018646012069028439,0.0054389190049557566836,68361195394.471847534,65075870559.725852966,-9.7471909714803057767,1.2432182927831162209e-08,5.4606531155112445495e-05,0.00016240439818585497415,2723.5946890961354256,8360.9725036825857387
128,3,43,140481.875,-4.753178751864939322,0.0078125,0.029343721600409468364,0.0045091117965099921858,67146339947.425918579,63233330449.524024963,-11.330289842062764905,1.2835874207618587745e-08,4.7271197229750084776e-05,0.00015437185051356063794,2869.1604993860983086,8142.6924650174059934
129,3,39,108888.71875,-4.7687939630275080205,0.0078125,0.028421920329063161959,0.0051456645017702428574,67360908175.986679077,60633222278.362709045,-10.735535121530077163,1.4176563991693109975e-08,5.1417573102013009259e-05,0.00015253626725056035015,2460.6589028195753599,7891.8492110757388218
130,3,38,120133.078125,-4.5808043655753740708,0.0078125,0.02980658224635132636,0.0048932167479736801002,70426084743.545425415,65278616078.001731873,-9.8327933564748573048,1.3876113785955175828e-08,4.5244592162894364915e-05,0.00014063872841449395561,2770.2345973254341516,7855.6372817282735923
131,3,42,127939.8125,-4.8965746561347947008,0.0078125,0.027492800533069669533,0.0045206843353904242744,71081708347.462905884,59515266847.617584229,-10.823787954237213071,1.3365222171263406963e-08,5.2038171811512756065e-05,0.00016292591795228698035,2521.9339001513708354,7776.4699153376141112
132,3,40,119188.09375,-4.6242992316866358138,0.0078125,0.031105283452246938747,0.0049072346847538065098,65278386124.539367676,67047629668.166687012,-11.184515550092102742,1.4161991164550180774e-08,5.3252426846070415988e-05,0.00015056784741839760334,2650.6434977988915307,8342.1285681040626514
133,3,39,111989.15625,-4.8234722507571827776,0.0078125,0.027662663201178733924,0.0053763627777231679655,66853292499.600578308,62718717595.105392456,-10.872303548339894874,1.3306755541654656168e-08,4.8574626209947577044e-05,0.00015754584689743158826,2802.8685372103327609,8505.6663704014699761
134,3,38,108979.1875,-4.7325522806048647695,0.0078125,0.028918087886608247195,0.0052726307133085237311,63114954357.088989258,65842743596.035400391,-9.6739370501758230603,1.3863800923169498029e-08,4.9214658091876030757e-05,0.00016064245365822801955,2777.1223493978018269,7892.1563472678681137
135,3,38,118061.375,-4.5980281135441378737,0.0078125,0.029230954917255302927,0.0048270330737936462118,76985278407.104904175,61421725769.770202637,-10.031300081178219585,1.4300477589979058311e-08,4.8586245143593404926e-05,0.00013943949323354264992,2643.3257264333433341,8164.1965557537960194
136,3,39,115739.03125,-4.8117725877052848205,0.0078125,0.027180009230123838154,0.0050054915088720113026,72010209062.607116699,58623887951.822898865,-9.6644495996015375994,1.2955943296899060821e-08,5.3077763946763128968e-05,0.00015011497863806551626,2495.9791462803163995,7747.3242122783904051
137,3,38,134239.8125,-4.65238157151298104,0.0078125,0.029948155868308692917,0.004941864919123176679,66792661574.572631836,60994758110.071884155,-10.064727119312028236,1.3092082888335959925e-08,4.7115255711653856216e-05,0.00015780830774121372829,2579.3554288937502861,8299.2343419111493859
138,3,42,121634.203125,-4.662868239149377203,0.0078125,0.029111944180034075164,0.005148409947123569301,65539289347.147239685,59181457677.055831909,-9.7405934760256638327,1.3310954502849352264e-08,4.7270585481203435661e-05,0.00015124806441191960432,2782.1347246468694721,7939.2645947003102265
139,3,38,116443.9375,-4.8459473621764601603,0.0078125,0.028852954385733677739,0.0051821028807582806067,64786367779.498161316,66519427535.040039062,-11.413666364091291427,1.2698754077595078033e-08,4.823067467344490961e-05,0.00015885347976994396591,2850.0121725909466477,7665.1391616510873064
140,3,38,127103.734375,-4.8809136606316059215,0.0078125,0.028760338063240208084,0.0047691596305319845089,75419623876.185913086,61784387719.763626099,-10.95895833320867041,1.2570966101279932611e-08,5.4861297476972127813e-05,0.00016440766617162509244,2962.5501764437885868,7382.2065059594842751
141,3,38,152515.515625,-4.662626606170960919,0.0078125,0.032007601651832279233,0.0048381947271238052652,75755733513.625213623,55094932641.272865295,-10.79339847244014905,1.2220309869344490384e-08,5.0200963195041270546e-05,0.00016248577288700537268,2773.2799451720343313,7241.9063752362999367
142,3,40,104196.75,-4.6391587070984172669,0.0078125,0.030229791715382502149,0.0054445293331260458808,74960207590.81477356,63023935076.745193481,-11.225638165448623695,1.4208762772017514388e-08,5.4398640161100144568e-05,0.00014160026679122832334,2773.8483111298869517,8087.379720370461655
143,3,38,114653.328125,-4.5817586210512812883,0.0078125,0.030991559790443424377,0.0054301458089287138811,76815535527.568099976,61638986660.325424194,-10.388434958415308174,1.3979773463583445374e-08,5.2783030615087151989e-05,0.00014941708893255193822,2827.3371150239076997,8159.9859925382706933
144,3,39,116998.328125,-4.5436422259202400298,0.0078125,0.031459701038179778421,0.0050704097475718747437,64437825460.656463623,62883769405.253128052,-10.57968669247798843,1.4076282960933764143e-08,5.2485087829402221854e-05,0.00013819452457278713024,2812.3351894981856276,7570.5291961997418184
145,3,38,135839.328125,-4.8447644292284088863,0.0078125,0.028672090883214068624,0.0047463267474650988609,67602384048.794570923,56522384738.373748779,-11.257423975680685757,1.2570317160384877459e-08,5.4746224954606138402e-05,0.00016056261244023340004,2670.6736994631000925,7922.6368714112959424
146,3,40,142227.828125,-4.7098593997608615425,0.0078125,0.030418508499589987787,0.0046109520006510197956,70581342092.520248413,61690219665.127906799,-10.73972214934403091,1.2065665087390535933e-08,4.8121293160655211453e-05,0.00014824893053772344878,2708.9283328125848129,7049.3051211928504927
147,3,39,136782.515625,-4.8075447359474452469,0.0078125,0.028236828656511767099,0.0047598174555505707445,71656879496.135223389,58667847122.050750732,-11.261587550408014735,1.2514598739838506588e-08,4.6006756271704453583e-05,0.00015488200700370687154,2598.0590812247519352,8228.4908223214988539
148,3,41,99185.515625,-4.8924819920046624944,0.0078125,0.027281675705817378524,0.0050899023346555891459,63770427046.702445984,59483389558.635368347,-10.863600155740789077,1.4542894493626845734e-08,5.1013708122080986111e-05,0.00015592521555764842704,2872.4439509503749832,7047.9474140670836277
149,3,41,107577.40625,-4.7623692709862872618,0.0078125,0.028853314869037510054,0.0048890920660407712062,65212207884.626556396,65275005009.572486877,-11.326988292730872487,1.415477186214400989e-08,5.3863745652541402949e-05,0.00014273390292084492067,2572.0058642989051805,7599.5081973841915897
150,3,38,116341.25,-4.815810441967165012,0.0078125,0.028834413314161082276,0.004969111932194378127,72278163586.407043457,66173825871.140617371,-10.978139869281156038,1.350468900521969921e-08,4.628820455693091133e-05,0.00016135882463602294187,2559.4295328899424931,7657.0635135434858967
151,3,41,124410.578125,-4.5854305950988356599,0.0078125,0.031123987462429322792,0.0047866302716017836497,63419206349.374359131,63956813314.304138184,-10.737621315912166509,1.3972522482472714927e-08,5.2096153156410978811e-05,0.00014291066256254475811,2673.1810002881943547,7794.8817458794828781
152,3,41,106940.859375,-4.7129591370089443103,0.0078125,0.028864509602014212786,0.0052592209972251299441,75852672435.740325928,60618950680.698707581,-10.628032986367136559,1.4267483175609950796e-08,4.7901092540892349181e-05,0.00014988017424702652458,2495.6166112821624665,7832.2787698625024859
153,3,39,128003.1875,-4.4965230423532691617,0.0078125,0.032393485938847756123,0.0049272477954752959273,63310730126.831092834,61752011576.225982666,-10.090770317209312168,1.4098390673551889602e-08,4.6385910465096087598e-05,0.00014940457016900395124,2796.5381528653847454,7561.3268190698354374
154,3,38,134330.859375,-4.5865352518638768942,0.0078125,0.032521159895472773194,0.0048661056004306790443,72308678942.410583496,66491666844.297042847,-9.5856120818413845797,1.2840414719130106111e-08,5.2029646275113177281e-05,0.00015954247989437658176,2749.0926588322467978,7212.6147097850289356
155,3,39,113354.078125,-4.7274934786110929252,0.0078125,0.02908223176658257525,0.0054016639315065291538,75775291346.374572754,58134057238.43447113,-10.130495190979210918,1.3358924462138174652e-08,4.6288021379750232556e-05,0.00015481618903103106562,2439.8052453015957326,7362.9872906897162466
156,3,38,127358.75,-4.7643518823663661976,0.0078125,0.028281736267396127837,0.0054170721848109141747,72485870478.43536377,57776976193.244094849,-10.355721953155342163,1.2046858199172122642e-08,4.5359645900484014372e-05,0.00015351910571964415796,2704.8850553552083511,8082.8453681701075766
157,4,41,139980.8125,-4.4656577325460045103,0.0078125,0.032973473346779809401,0.0049292397142524082762,64131823660.401542664,62957911258.776634216,-10.149102788934996511,1.2473569638600373202e-08,5.48770810849392288e-05,0.00013747022903639368862,2433.9930607210812923,7871.8616807585867718
158,3,44,120487.78125,-4.765531310474894866,0.0078125,0.028413844683865943641,0.0048544331851203149225,69723981183.359390259,56707571405.734664917,-10.648601275537442845,1.4232901236379007023e-08,5.1703136445350545087e-05,0.00015744965945950226767,2706.0773675870509578,8042.1308346172472739
159,3,41,135225.875,-4.6725914261934287097,0.0078125,0.032991818178441295606,0.0052248770961188135964,71477611667.699005127,63149622183.595611572,-11.358245219103174861,1.2194121405717042779e-08,5.2050925994781278676e-05,0.00016489978220774782758,2808.8422334375054561,7306.9154473403077645
160,3,44,137490.78125,-4.5737411029395262929,0.0078125,0.031268390121994719955,0.0051971385826809039787,72007301975.510681152,64565363390.215377808,-10.103856072176180092,1.2030528440727167755e-08,5.4815547950479921496e-05,0.00014535993658954275351,2486.7518512237593313,8507.8714962270441902
161,4,38,131717.25,-4.4160565066808299406,0.0078125,0.032543709953103079624,0.0048407368018947242311,67807355518.828781128,59831679549.222663879,-10.376908656459724156,1.4531320333639773621e-08,4.7549507786775709658e-05,0.00013977636109794319783,2814.0611557960796745,8162.6180035237302945
162,3,38,124697.390625,-4.5023211008548740253,0.0078125,0.032086101256816698668,0.005209860725193219029,69875151629.035903931,60429372241.222007751,-10.163003270850984094,1.3171727021169721822e-08,5.0374834004498480751e-05,0.0001377345559153401078,2672.1557003269695088,7345.5167926012154567
163,3,38,121584.359375,-4.9147705367540952537,0.0078125,0.028831745172772437619,0.0046598348352871066941,76106543445.543640137,66473768816.596725464,-11.340321691138818494,1.2751520730332248233e-08,5.4714246280358287873e-05,0.00016300897592120289496,2775.1334432163898782,7093.6070056718808701
164,4,42,128605.625,-4.460830153473123616,0.0078125,0.032535491295873880668,0.0050630876643411289531,68841604310.014099121,58144765914.718048096,-11.372033282337724813,1.4380374543029057652e-08,4.7288667998411073809e-05,0.00014166823414930526399,2465.2986551147414502,8432.1413017609811504
165,3,38,136387.9375,-4.5938279683957841115,0.0078125,0.032930877811243236541,0.0054130514226448959644,72099326426.675231934,60750655106.292411804,-10.121859603506447201,1.206578966428329682e-08,5.4313389695861097426e-05,0.00016211286167945381876,2498.6680285486709181,7563.651949371515002
166,3,38,115632.859375,-4.7835591146896341286,0.0078125,0.02785683088510149813,0.004932453878425272463,70554544010.923492432,55863639225.141906738,-10.152736782428219087,1.3277890138927795819e-08,4.8727916080377960172e-05,0.00014557644241981973639,2659.6730985444378348,6993.4878009690382896
167,3,38,125634.21875,-4.7387466652503640319,0.0078125,0.029574412376887355969,0.0048479024350400554827,71050213890.173568726,65225179398.397537231,-10.636843057869393547,1.3412621662422373508e-08,5.2524820234405258826e-05,0.00016028200963758026552,2842.8912591901103042,8242.6673500880915526
168,3,38,136092.265625,-4.506197754330228733,0.0078125,0.031696948902074688348,0.0052530930776861928938,73232618556.466247559,60179875790.8306427,-9.8439223410207414844,1.2228498748204903635e-08,4.9687878561526481339e-05,0.0001399198182229510496,2430.5086997153744051,7898.723851574456603
169,3,38,136946.734375,-4.6669964361085636284,0.0078125,0.030262616354628752574,0.0046437471840268685491,63397666499.203849792,55917232077.297393799,-9.8232867329489845787,1.3059345020069435334e-08,5.0750677010859679536e-05,0.00015286576842789807522,2841.5211934463686703,6975.601792894583923
170,3,38,129416.046875,-4.590707657418096943,0.0078125,0.030644719366750085981,0.0046911450131755065562,67876069639.286056519,57126115763.38583374,-9.4379400822138137528,1.45293390650857878e-08,5.2248074764967002376e-05,0.00015869859650437655066,2864.6412468397252269,7733.6024244123145763
171,3,40,127258.328125,-4.5724195901214059745,0.0078125,0.030646818717777180724,0.00508771601439812933,66395195946.747062683,59032194224.434066772,-9.4026248536457419647,1.3233949454456543929e-08,4.9358844256195637918e-05,0.00014967841722754687654,2775.1479708986116748,7652.0810163007499796
172,3,39,119381.421875,-4.8261659635173144167,0.0078125,0.027511388674616530509,0.0046829323010439665581,71128031046.189376831,56286361593.374221802,-9.9139289173828100132,1.4106798355335741381e-08,5.0231643992118374354e-05,0.00016024139041790803092,2645.3699637369113589,7417.1230585044822874
173,3,43,164062.4375,-4.5123786996061969745,0.0078125,0.032050607604463869638,0.0045062864935054847138,69669399751.662002563,57218715195.692474365,-9.7526103982667482484,1.3336859327185367325e-08,4.652216165397416879e-05,0.00016240687426990219077,2594.057457383748897,8458.5164130355769885
174,3,38,114791.171875,-4.6670666924380928009,0.0078125,0.029417900365040591804,0.0054116132258957309539,70627527280.537185669,62775068162.509735107,-9.8806607537160910937,1.3473740813445179471e-08,4.6206663582104573343e-05,0.00015558606287026128124,2459.4822012956637991,8152.7353642870366457
175,3,38,135069.3125,-4.8045135028381347198,0.0078125,0.027738171344035385951,0.0046398281153011266403,76198661956.562973022,63483946888.327575684,-9.8872057678770293165,1.2526135636007477471e-08,5.0069098558774732572e-05,0.00015829886132073535095,2457.2447431028099345,8378.9018399100295937
176,3,42,112660.21875,-4.7618587983501123873,0.0078125,0.027371216361583777105,0.0053922211620454768566,75768414624.393173218,61466712099.763893127,-9.5311419510893244933,1.223808707517948431e-08,4.5521119795982317843e-05,0.00014203487850121914696,2437.7474285605117075,7526.6792330898715591
177,3,38,114198.421875,-4.6978488382934546763,0.0078125,0.028149619876942422181,0.0049173304841003051199,66745494358.123046875,63884405623.741638184,-9.4906819788975091967,1.3347488930391840605e-08,4.8017427852851073513e-05,0.00014050482698041238082,2540.189741593873805,7527.3261549660592209
178,3,44,129671.75,-4.4907662556039049662,0.0078125,0.032659940999774234038,0.0048270836343649228123,69946345981.651153564,65710237827.436180115,-9.4238265427499197102,1.396402080504876488e-08,4.5951586147282079376e-05,0.0001511278708261101745,2714.1807195843107365,7200.6983561793804256
179,3,39,132004.96875,-4.615667728382052637,0.0078125,0.029660032897563668591,0.0050881299854200938773,63529662066.385925293,59235494868.241012573,-9.6228809562059485216,1.2289500018525636887e-08,4.9561530470178249974e-05,0.00014035491164091738335,2621.488719038427007,7704.2752122642823451
180,3,45,111590.65625,-4.6242088505980891711,0.0078125,0.030206514843370075446,0.0050462120522494482641,75429628701.149307251,64683844312.645423889,-9.9478885838891795146,1.4498751599308453739e-08,4.8198074332064986766e-05,0.00015253144582618561416,2502.4424732255015442,7786.9868908598955386
181,4,38,138650.4375,-4.4518476147152394873,0.0078125,0.032644325894138001565,0.0045774762276920843984,74913246024.359603882,60230040334.505050659,-11.364207494670621301,1.4315141074576014705e-08,4.6865204331402302072e-05,0.00013676159729331805034,2656.3829453971156909,8079.8105894144673584
182,3,47,118642.90625,-4.7358433288607768574,0.0078125,0.028225990517635825977,0.0053625664929219359414,67212754145.363700867,57854410043.710098267,-9.8133046425009631264,1.3106607588621139867e-08,4.8622775466005682199e-05,0.00015522263913891402019,2757.1282959483228296,8086.173743340733381
183,3,38,119229.796875,-4.8402618950927962516,0.0078125,0.027867528649450992034,0.0046402122812067214327,66683376729.340934753,55295508497.29940033,-11.31970680477083846,1.3421660632971515519e-08,5.4830772252674577015e-05,0.00014285922497411223807,2500.2640478547027669,7156.7064271456129063
184,3,38,159348.0625,-4.5858924015279187714,0.0078125,0.031715020056215591227,0.004570839589494671111,65725886529.649551392,62668750411.72315979,-10.416074534326826395,1.2390991485463917559e-08,5.0184148030906989624e-05,0.00015582745725327518485,2547.1731881784148754,8428.3458436156379321
185,3,43,137269.0625,-4.6461910242096777779,0.0078125,0.029442177600433203088,0.0049213191384548868323,74202925610.916183472,63536875447.554924011,-10.740046503962970448,1.2018262763418380658e-08,4.6352366959374568492e-05,0.00013577284328209835297,2803.8052086037605477,8123.5962474246489364
186,3,38,123023.65625,-4.6230148289353323321,0.0078125,0.031455886372577346322,0.0053368199760265733894,75337389655.568359375,54970102006.509017944,-11.16801650705189175,1.4160267543266651373e-08,5.0514831461717765639e-05,0.00016056947790345617528,2476.1068289941672447,8031.482717630678053
187,4,38,135969.890625,-4.4313078763424966766,0.0078125,0.032817275298674251915,0.0053712196926917971443,73534178799.26701355,56903875172.698814392,-10.416645226747096586,1.2662050828259461757e-08,4.8225195390742830884e-05,0.00013579251946452657322,2945.3857520853102869,7811.2357331142929979
188,3,38,130394.109375,-4.4388441851718605236,0.0078125,0.032784358771417457246,0.0048614476590237796355,76451564889.145812988,64224078957.142349243,-9.5043275995479561402,1.3630664491420921446e-08,5.2824126634664893233e-05,0.0001411387489624967473,2781.038557035401027,7710.6990227176338522
189,3,38,147913.046875,-4.5817838799800041372,0.0078125,0.032673928814788318065,0.0048927191302146379182,67360503088.850761414,64988142427.098068237,-10.188807608349623735,1.2450670541776656885e-08,5.1503057706404038545e-05,0.00016349845027481134559,2447.8303360556392363,8115.3176203092170908
190,3,41,154017.859375,-4.5980359445799692253,0.0078125,0.030789300574822958678,0.004502565023490490842,71496718719.832931519,59584695545.344009399,-9.7069795405990344506,1.2275663239735022347e-08,5.1441609224510199451e-05,0.00014968009877702225028,2506.3172864989924165,7902.7974211740292958
191,3,38,125517.140625,-4.9629181558254717999,0.0078125,0.027173061300149681241,0.0046053881031020487899,76440372965.969314575,66973969285.131416321,-11.168886290736908862,1.2048243659109922561e-08,5.1139795727161597582e-05,0.00015456208600642256669,2556.3815324224447068,7384.2790099602561895
192,3,38,138269.546875,-4.783330934403799084,0.0078125,0.027760284383203968211,0.0046796946768554361501,72194781467.874893188,60245778556.60848999,-9.3737105210189284321,1.2116925899873919257e-08,5.1188817814080424771e-05,0.00015470692101852360611,2432.7991673270234969,7985.4464294903200425
193,3,38,107078.546875,-4.6857853539449685343,0.0078125,0.029355516927482335626,0.0051367337390020176638,72162523240.392333984,67093834541.735160828,-9.4031083674929600846,1.415461286663292446e-08,4.6144056264843821651e-05,0.00015494658298787966828,2597.7346153220787528,7371.3875989645657683
194,3,40,135493.234375,-4.7854643766615687639,0.0078125,0.028580790483197567042,0.0048394632080287960235,68055708537.369827271,57626598995.703552246,-10.044596268853450027,1.2583871896515540629e-08,4.7529066303991280738e-05,0.00016329337182840954375,2906.7381586864303245,7729.7670831460354748
195,3,39,121405.328125,-4.6898599903255249188,0.0078125,0.028242980207895385797,0.0045095625054135737853,72332976549.553207397,65439988368.53540802,-10.291301437304960942,1.3760799191487393777e-08,5.41916877400091309e-05,0.0001369986856970929832,2608.2702786094837393,8407.7462466586130176
196,3,40,126626.34375,-4.6401315917755416862,0.0078125,0.031311142672929517805,0.0052227163001535067272,70855206180.296463013,59450474633.998458862,-10.862198743253106414,1.3517618144223288787e-08,4.6942727562013422248e-05,0.0001600984968361903371,2563.2166130343530313,7757.5832420180477129
